X,Y,OBJECTID,Enabled,FeatureID,FeatureType,Ownership,AdministrativeArea,WaterSystem,InstallDate,LocationDescription,Elevation,GPS_Date,WebMap,AerialCorrected,Asset_Description
-9796495.1492,5210437.5649,2774,1,51H781,Fire Hydrant,LCPW,LCPW,Wildwood,2008/12/19 00:00:00+00,"32088 PINE AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3293148001666&lng=-88.003413232919&z=19&slat=42.3293148001666&slng=-88.003413232919&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796478.5811,5210319.3351,2775,1,51H782,Fire Hydrant,LCPW,LCPW,Wildwood,2008/12/19 00:00:00+00,"32038 PINE AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3285296167451&lng=-88.0032643998218&z=19&slat=42.3285296167451&slng=-88.0032643998218&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795974.5785,5210615.7542,2776,1,51H786,Fire Hydrant,LCPW,LCPW,Wildwood,2008/12/19 00:00:00+00,"32728 FOREST DR, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3304981664491&lng=-87.9987368667375&z=19&slat=42.3304981664491&slng=-87.9987368667375&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796102.5458,5210580.23,2777,1,51H785,Fire Hydrant,LCPW,LCPW,Wildwood,2008/12/19 00:00:00+00,"18790 ARBOR BLVD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3302622497221&lng=-87.9998864172189&z=19&slat=42.3302622497221&slng=-87.9998864172189&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796228.3999,5210598.7664,2778,1,51H784,Fire Hydrant,LCPW,LCPW,Wildwood,2008/12/19 00:00:00+00,"18858 ARBOR BLVD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3303853503541&lng=-88.0010169835071&z=19&slat=42.3303853503541&slng=-88.0010169835071&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796359.1372,5210642.8636,2779,1,51H783,Fire Hydrant,LCPW,LCPW,Wildwood,2008/12/19 00:00:00+00,"18886 ARBOR BLVD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3306782000442&lng=-88.0021914170063&z=19&slat=42.3306782000442&slng=-88.0021914170063&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796343.6315,5213505.766,2780,1,51H1196,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"18886 ORCHARD LN, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3496878073479&lng=-88.0020521267863&z=19&slat=42.3496878073479&slng=-88.0020521267863&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796420.8628,5213493.4665,2781,1,51H1195,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"18920 ORCHARD LN, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3496061510227&lng=-88.0027459076296&z=19&slat=42.3496061510227&slng=-88.0027459076296&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794939.9416,5212083.4125,2782,1,51H787,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"32873 BATTERSHALL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3402441301449&lng=-87.9894425652917&z=19&slat=42.3402441301449&slng=-87.9894425652917&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794986.4849,5212191.4228,2783,1,51H788,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"32910 BATTERSHALL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3409613117036&lng=-87.9898606712118&z=19&slat=42.3409613117036&slng=-87.9898606712118&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794965.1882,5212293.6522,2784,1,51H789,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"32955 BATTERSHALL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3416401003357&lng=-87.9896693600833&z=19&slat=42.3416401003357&slng=-87.9896693600833&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794886.3735,5212226.7859,2785,1,51H790,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"32936 THORNAPPLE LN, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3411961182092&lng=-87.9889613554955&z=19&slat=42.3411961182092&slng=-87.9889613554955&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794832.4495,5212339.3671,2786,1,51H791,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"32963 THORNAPPLE LN, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3419436387323&lng=-87.9884769476734&z=19&slat=42.3419436387323&slng=-87.9884769476734&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9793813.2542,5212743.1694,2787,1,51H793,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"33164 EASTVIEW AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3446247442456&lng=-87.9793213604051&z=19&slat=42.3446247442456&slng=-87.9793213604051&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796381.6663,5210366.1139,2788,1,51H814,Fire Hydrant,LCPW,LCPW,Wildwood,1970/01/01 00:00:00+00,"18890 LINDEN AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3288402836877&lng=-88.0023937994519&z=19&slat=42.3288402836877&slng=-88.0023937994519&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796257.5841,5210358.5173,2789,1,51H815,Fire Hydrant,LCPW,LCPW,Wildwood,1970/01/01 00:00:00+00,"18872 LINDEN AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3287898328434&lng=-88.0012791497691&z=19&slat=42.3287898328434&slng=-88.0012791497691&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796120.3513,5210359.6541,2790,1,51H816,Fire Hydrant,LCPW,LCPW,Wildwood,1970/01/01 00:00:00+00,"18834 LINDEN AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3287973828413&lng=-88.0000463665479&z=19&slat=42.3287973828413&slng=-88.0000463665479&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795971.9494,5210373.1156,2791,1,51H817,Fire Hydrant,LCPW,LCPW,Wildwood,1970/01/01 00:00:00+00,"18766 LINDEN AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3288867833047&lng=-87.9987132498706&z=19&slat=42.3288867833047&slng=-87.9987132498706&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795856.4592,5210473.7235,2792,1,51H818,Fire Hydrant,LCPW,LCPW,Wildwood,1970/01/01 00:00:00+00,"18724 LINDEN AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3295549336484&lng=-87.9976757831407&z=19&slat=42.3295549336484&slng=-87.9976757831407&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796101.2842,5211062.7105,2793,1,51H795,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"32907 FOREST DR, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3334663334762&lng=-87.9998750837652&z=19&slat=42.3334663334762&slng=-87.9998750837652&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796033.4257,5210988.2883,2794,1,51H794,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"32907 FOREST DR, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3329721167698&lng=-87.9992655002111&z=19&slat=42.3329721167698&slng=-87.9992655002111&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9810262.6937,5223257.8861,2795,1,54H137,Fire Hydrant,LCPW,LCPW,Fox Lake Hills,2010/03/25 00:00:00+00,"37923 ACADEMY DR, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.4143985298806&lng=-88.1270891900436&z=19&slat=42.4143985298806&slng=-88.1270891900436&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9810440.7222,5223213.3338,2796,1,54H136,Fire Hydrant,LCPW,LCPW,Fox Lake Hills,2010/03/25 00:00:00+00,"25431 LEHMANN BLVD, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.4141030522907&lng=-88.1286884467216&z=19&slat=42.4141030522907&slng=-88.1286884467216&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9810591.1116,5223178.5281,2797,1,54H135,Fire Hydrant,LCPW,LCPW,Fox Lake Hills,2010/03/25 00:00:00+00,"25493 LEHMANN BLVD, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.4138722148833&lng=-88.1300394180508&z=19&slat=42.4138722148833&slng=-88.1300394180508&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9810741.9543,5223141.1925,2798,1,54H134,Fire Hydrant,LCPW,LCPW,Fox Lake Hills,2010/03/25 00:00:00+00,"25563 LEHMANN BLVD, LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.4136245977081&lng=-88.1313944607654&z=19&slat=42.4136245977081&slng=-88.1313944607654&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9810189.2684,5222942.9893,2799,1,54H138,Fire Hydrant,LCPW,LCPW,Fox Lake Hills,2010/03/25 00:00:00+00,"37800 IL ROUTE 59 , LAKE VILLA",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.4123100572984&lng=-88.1264295993868&z=19&slat=42.4123100572984&slng=-88.1264295993868&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9796334.9289,5211064.4673,2800,1,51H798,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"18876 MAPLE AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3334779996415&lng=-88.0019739498023&z=19&slat=42.3334779996415&slng=-88.0019739498023&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796224.1753,5211066.9872,2801,1,51H799,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"33000 FOREST DR, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3334947336337&lng=-88.0009790336465&z=19&slat=42.3334947336337&slng=-88.0009790336465&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795965.4354,5211133.4465,2802,1,51H800,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"18739 MAPLE AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3339360670783&lng=-87.9986547328425&z=19&slat=42.3339360670783&slng=-87.9986547328425&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795845.2401,5211149.9558,2803,1,51H801,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"18679 MAPLE AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3340456996964&lng=-87.9975750001566&z=19&slat=42.3340456996964&slng=-87.9975750001566&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795642.3436,5211140.4187,2804,1,51H802,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"18647 MAPLE AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3339823669213&lng=-87.9957523500106&z=19&slat=42.3339823669213&slng=-87.9957523500106&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795627.2356,5211298.3467,2805,1,51H803,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"32480 OAK AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.33503109988&lng=-87.9956166328694&z=19&slat=42.33503109988&slng=-87.9956166328694&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9794303.4666,5212711.7013,2806,1,51H806,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"18000 BIG OAKS RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3444158117023&lng=-87.9837250137693&z=19&slat=42.3444158117023&slng=-87.9837250137693&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9793945.3466,5212692.1427,2807,1,51H804,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"17850 BIG OAKS RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3442859512778&lng=-87.9805079663777&z=19&slat=42.3442859512778&slng=-87.9805079663777&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794170.5783,5212678.7302,2808,1,51H805,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"17964 BIG OAKS RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3441968986624&lng=-87.9825312573939&z=19&slat=42.3441968986624&slng=-87.9825312573939&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794287.9145,5212860.6644,2809,1,51H807,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"33208 GREENTREE RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3454048488125&lng=-87.983585306931&z=19&slat=42.3454048488125&slng=-87.983585306931&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794127.9358,5213062.8787,2810,1,51H808,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"33322 MILL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3467474211626&lng=-87.9821481934182&z=19&slat=42.3467474211626&slng=-87.9821481934182&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794080.7262,5213145.4998,2811,1,51H809,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"33346 MILL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3472959639576&lng=-87.9817241020836&z=19&slat=42.3472959639576&slng=-87.9817241020836&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794051.6155,5213270.8149,2812,1,51H810,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"33397 MILL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3481279535632&lng=-87.9814625965638&z=19&slat=42.3481279535632&slng=-87.9814625965638&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9794022.8619,5213421.8117,2813,1,51H811,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"33467 MILL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.34913043419&lng=-87.9812042990274&z=19&slat=42.34913043419&slng=-87.9812042990274&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9793977.2712,5213532.9415,2814,1,51H812,Fire Hydrant,LCPW,LCPW,Wildwood,2010/03/25 00:00:00+00,"33536 MILL RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3498682245984&lng=-87.9807947507877&z=19&slat=42.3498682245984&slng=-87.9807947507877&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9790502.3101,5198519.1328,2815,1,30H025,Fire Hydrant,LCPW,LCPW,Vernon Hills,2011/07/20 00:00:00+00,"1350 MILWAUKEE AVE, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.25011320718&lng=-87.9495786441303&z=19&slat=42.25011320718&slng=-87.9495786441303&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9790582.9426,5198549.0644,2816,1,30H026,Fire Hydrant,Private,LCPW,Vernon Hills,2011/07/20 00:00:00+00,"1350 MILWAUKEE AVE, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.25031223681&lng=-87.9503029774702&z=19&slat=42.25031223681&slng=-87.9503029774702&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Private Fire Hydrant
-9790639.9481,5198569.5797,2817,1,30H027,Fire Hydrant,Private,LCPW,Vernon Hills,2011/07/20 00:00:00+00,"1350 MILWAUKEE AVE, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2504486522379&lng=-87.9508150672323&z=19&slat=42.2504486522379&slng=-87.9508150672323&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Private Fire Hydrant
-9788797.8982,5191460.0436,2818,1,30H032,Fire Hydrant,LCPW,LCPW,Vernon Hills,2012/03/01 00:00:00+00,"1260 MILWAUKEE AVE, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2031564664557&lng=-87.9342676510527&z=19&slat=42.2031564664557&slng=-87.9342676510527&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9791605.086,5195954.0051,2819,1,C245,Fire Hydrant,LCPW,LCPW,Vernon Hills,1985/05/28 00:00:00+00,"19 EDGEWOOD RD, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2330541342213&lng=-87.9594850485202&z=19&slat=42.2330541342213&slng=-87.9594850485202&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9791762.6049,5195955.1802,2820,1,C244,Fire Hydrant,LCPW,LCPW,Vernon Hills,1985/05/28 00:00:00+00,"7 EDGEWOOD RD, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2330619505631&lng=-87.9609000642677&z=19&slat=42.2330619505631&slng=-87.9609000642677&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9791588.6942,5195841.2804,2821,1,D201,Fire Hydrant,LCPW,LCPW,Vernon Hills,1985/05/28 00:00:00+00,"19 BEDFORD DR, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2323043667304&lng=-87.9593377981406&z=19&slat=42.2323043667304&slng=-87.9593377981406&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9794722.356,5213370.4168,2822,1,51H745,Fire Hydrant,LCPW,LCPW,Wildwood,2006/01/01 00:00:00+00,"33463 LONE ROCK RD, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.348789220948&lng=-87.9874879613969&z=19&slat=42.348789220948&slng=-87.9874879613969&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9793277.7691,5197423.3173,2823,1,A513,Fire Hydrant,LCPW,LCPW,Vernon Hills,1970/01/01 00:00:00+00,"301 HAWTHORN PKWY, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2428261828926&lng=-87.974511015979&z=19&slat=42.2428261828926&slng=-87.974511015979&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9794059.7351,5215022.6962,2824,1,51H634,Fire Hydrant,Custodial,LCPW,Wildwood,1996/07/03 00:00:00+00,"34090 ALMOND RD, GURNEE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3597578598316&lng=-87.9815355359509&z=19&slat=42.3597578598316&slng=-87.9815355359509&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Custodial Fire Hydrant
-9793949.3632,5215022.4009,2825,1,51H635,Fire Hydrant,Custodial,LCPW,Wildwood,1996/07/03 00:00:00+00,"34090 ALMOND RD, GURNEE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3597559000151&lng=-87.9805440482113&z=19&slat=42.3597559000151&slng=-87.9805440482113&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Custodial Fire Hydrant
-9793828.9006,5214864.9157,2826,1,51H636,Fire Hydrant,Custodial,LCPW,Wildwood,1996/07/03 00:00:00+00,"34090 ALMOND RD, GURNEE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3587105188942&lng=-87.9794619143293&z=19&slat=42.3587105188942&slng=-87.9794619143293&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Custodial Fire Hydrant
-9793833.3221,5215013.6373,2827,1,51H819,Fire Hydrant,Custodial,LCPW,Wildwood,2009/04/07 00:00:00+00,"34090 ALMOND RD, GURNEE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3596977281184&lng=-87.9795016332421&z=19&slat=42.3596977281184&slng=-87.9795016332421&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Custodial Fire Hydrant
-9794145.3745,5214840.4908,2828,1,51H633,Fire Hydrant,Custodial,LCPW,Wildwood,1996/07/03 00:00:00+00,"34090 ALMOND RD, GURNEE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3585483856128&lng=-87.9823048484508&z=19&slat=42.3585483856128&slng=-87.9823048484508&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Custodial Fire Hydrant
